"DateTime","Médiane","Intervalle de confiance à 95% (low)","Intervalle de confiance à 95% (high)"
"2020-03-28 00:00:00",1.11363176314082,1.08029339795154,1.14746969691679
"2020-03-29 00:00:00",1.10995405475697,1.07711327525258,1.14328112202153
"2020-03-30 00:00:00",1.10957475196774,1.07711563499676,1.1425090016475
"2020-03-31 00:00:00",1.11181955135652,1.07966774654947,1.1444365145261
"2020-04-01 00:00:00",1.11666877345389,1.08476947204779,1.14902388626919
"2020-04-02 00:00:00",1.1234299503491,1.09175157779552,1.15555505386938
"2020-04-03 00:00:00",1.13117651286869,1.09970962353435,1.16308108572635
"2020-04-04 00:00:00",1.13878297226635,1.10754180984368,1.17045259651531
"2020-04-05 00:00:00",1.14408685730891,1.11312180181035,1.1754708053853
"2020-04-06 00:00:00",1.14644158406578,1.11581293452755,1.17747916005809
"2020-04-07 00:00:00",1.14330933691546,1.11310699781427,1.17391032731741
"2020-04-08 00:00:00",1.13382361687788,1.10413932031397,1.16389618191427
"2020-04-09 00:00:00",1.11735789485292,1.08827910027735,1.14681474044527
"2020-04-10 00:00:00",1.09506312992595,1.06664762236679,1.12384697417291
"2020-04-11 00:00:00",1.06864407325524,1.0409116606586,1.09673600003244
"2020-04-12 00:00:00",1.04027772927574,1.01320491533628,1.06770251464272
"2020-04-13 00:00:00",1.01192846281797,0.985454477608292,1.03874847409711
"2020-04-14 00:00:00",0.985360605996088,0.95939475113832,1.01166833920365
"2020-04-15 00:00:00",0.962854422412433,0.937273670834458,0.988774779585793
"2020-04-16 00:00:00",0.946257244759677,0.920915080913723,0.97193859146673
"2020-04-17 00:00:00",0.936803795508716,0.911540895449477,0.962407193267385
"2020-04-18 00:00:00",0.934628839436854,0.909291449759634,0.960309559471214
"2020-04-19 00:00:00",0.939456910197247,0.913907308193834,0.965353838790447
"2020-04-20 00:00:00",0.950260225181274,0.924391730907226,0.976480727148658
"2020-04-21 00:00:00",0.965158629660787,0.938910040087035,0.991764048006359
"2020-04-22 00:00:00",0.981510607494637,0.954876611757519,1.00850585586977
"2020-04-23 00:00:00",0.996400534543086,0.969432653867056,1.02373323436357
"2020-04-24 00:00:00",1.00740766962015,0.980201872468702,1.03498068357072
"2020-04-25 00:00:00",1.0138180149464,0.986483472045534,1.04152090635691
"2020-04-26 00:00:00",1.0150073925947,0.987656408632375,1.0427267332958
"2020-04-27 00:00:00",1.01071381095427,0.983449975760328,1.03834521931634
"2020-04-28 00:00:00",1.00092176903791,0.97383411969356,1.02837582209855
"2020-04-29 00:00:00",0.987147213126302,0.960290205070735,1.01436946448914
"2020-04-30 00:00:00",0.970803699874705,0.944199696600891,0.997772167265525
"2020-05-01 00:00:00",0.953764464044143,0.92739806110235,0.980495289817705
"2020-05-02 00:00:00",0.938058205286924,0.911875675937585,0.964606158485712
"2020-05-03 00:00:00",0.924416661874868,0.898347330393924,0.950853664037921
"2020-05-04 00:00:00",0.914577258243116,0.888523360588454,0.941002395981028
"2020-05-05 00:00:00",0.908036068522772,0.881908737263792,0.93453947927597
"2020-05-06 00:00:00",0.904872350697556,0.878586666898628,0.931540070595317
"2020-05-07 00:00:00",0.904037482018198,0.877531536797771,0.930932304647262
"2020-05-08 00:00:00",0.904632126130353,0.877866311762174,0.931794273597648
"2020-05-09 00:00:00",0.906039681626446,0.87899209703725,0.933491413265708
"2020-05-10 00:00:00",0.906511034068727,0.879192784113357,0.934241404807818
"2020-05-11 00:00:00",0.905514885243028,0.877949501158522,0.933500407021361
"2020-05-12 00:00:00",0.901338171286996,0.873577541778121,0.929526963318607
"2020-05-13 00:00:00",0.892822235424454,0.864936068922177,0.921144662509988
"2020-05-14 00:00:00",0.879163605277036,0.85123180689505,0.907540014082351
"2020-05-15 00:00:00",0.860876231311502,0.832965390590584,0.889240595638581
"2020-05-16 00:00:00",0.839381234633648,0.811525958542898,0.867699977689246
"2020-05-17 00:00:00",0.81571008184801,0.787915811245171,0.843979396259207
"2020-05-18 00:00:00",0.790750246584722,0.76299505608518,0.818994353288078
"2020-05-19 00:00:00",0.76558854322799,0.737821656932863,0.793861140570607
"2020-05-20 00:00:00",0.740486958561716,0.71264616322354,0.768853750913096
"2020-05-21 00:00:00",0.716350372502385,0.688351431610792,0.744899645004113
"2020-05-22 00:00:00",0.693210460816445,0.66496363967694,0.722036589665719
"2020-05-23 00:00:00",0.672688277077036,0.644064449584538,0.701925693132737
"2020-05-24 00:00:00",0.656143283420324,0.626973699896037,0.685966781603828
"2020-05-25 00:00:00",0.643892211582991,0.613987319424416,0.674498193235984
"2020-05-26 00:00:00",0.636346984171984,0.60549433985942,0.667955500455199
"2020-05-27 00:00:00",0.632263805473613,0.600273261689839,0.665073143504113
"2020-05-28 00:00:00",0.631860739486576,0.598535855680958,0.66607569721136
"2020-05-29 00:00:00",0.633071893489254,0.598275801538726,0.668837639976449
"2020-05-30 00:00:00",0.635074654136213,0.598703245908315,0.672503423859479
"2020-05-31 00:00:00",0.63957336580964,0.601480700359016,0.678819049422432
"2020-06-01 00:00:00",0.645953895954865,0.606012654093495,0.687151742972686
"2020-06-02 00:00:00",0.656440342975441,0.614447547129056,0.699801482671167
"2020-06-03 00:00:00",0.669985598182408,0.625764878405748,0.715694608659738
"2020-06-04 00:00:00",0.684765351223998,0.638207090708931,0.732939476879867
"2020-06-05 00:00:00",0.701700735155218,0.652683419421034,0.752467593422504
"2020-06-06 00:00:00",0.717026214912664,0.66559073709714,0.770348798583251
"2020-06-07 00:00:00",0.732547609459931,0.678697636051145,0.788424081647884
"2020-06-08 00:00:00",0.747607929613674,0.691387986876799,0.805994101365353
"2020-06-09 00:00:00",0.7604110984599,0.701942346092874,0.8211854509332
"2020-06-10 00:00:00",0.772624526856381,0.711966470186417,0.8357269392214
"2020-06-11 00:00:00",0.783461481701069,0.7207079342121,0.848797168950781
"2020-06-12 00:00:00",0.793354789876169,0.728583086530727,0.860845306681305
"2020-06-13 00:00:00",0.801301505333329,0.734629371048229,0.870828131430922
"2020-06-14 00:00:00",0.807587671043434,0.739120708039008,0.879043949774326
"2020-06-15 00:00:00",0.81415489100325,0.743912275601231,0.887520992045552
"2020-06-16 00:00:00",0.819866801642508,0.747909872888878,0.895081285781124
"2020-06-17 00:00:00",0.825139262519295,0.751501916416864,0.902168959274094
"2020-06-18 00:00:00",0.832103239935771,0.7567171563769,0.911017506670014
"2020-06-19 00:00:00",0.839182294325327,0.762051126492161,0.919978301547024
"2020-06-20 00:00:00",0.850510576096498,0.771443484571166,0.933379630259477
"2020-06-21 00:00:00",0.866525394117116,0.785312302505554,0.951677098784007
"2020-06-22 00:00:00",0.89181161651605,0.808032297896372,0.979664027887858
"2020-06-23 00:00:00",0.926699915235098,0.839948572454387,1.01765329939609
"2020-06-24 00:00:00",0.968547768358362,0.87861091428557,1.06280404331574
"2020-06-25 00:00:00",1.02283592926075,0.9293491121274,1.12073872646801
"2020-06-26 00:00:00",1.0804166490626,0.983586334599308,1.18172772103141
"2020-06-27 00:00:00",1.14079736852954,1.04097984170152,1.24511925236605
"2020-06-28 00:00:00",1.19608588697018,1.09409577628345,1.30255587694141
"2020-06-29 00:00:00",1.24361587060292,1.14042544809477,1.35121159686461
"2020-06-30 00:00:00",1.27977932257809,1.17647668035013,1.38736697103484
"2020-07-01 00:00:00",1.30285324961614,1.20048363093271,1.40935160645051
"2020-07-02 00:00:00",1.31486415574936,1.21423542879005,1.41944168607123
"2020-07-03 00:00:00",1.31850071745747,1.22015766098664,1.42060097404852
"2020-07-04 00:00:00",1.32033350126464,1.22443571838087,1.41979533537623
"2020-07-05 00:00:00",1.31860356890207,1.22527819953097,1.4153054819368
"2020-07-06 00:00:00",1.31489984676441,1.22415488315874,1.40884324931198
"2020-07-07 00:00:00",1.3066157574127,1.21852834481198,1.39773358781377
"2020-07-08 00:00:00",1.29143095457175,1.2061441190149,1.37958991337036
"2020-07-09 00:00:00",1.27214779537678,1.18968977077503,1.35732953237679
"2020-07-10 00:00:00",1.24755046153161,1.16795914230149,1.32972805853273
"2020-07-11 00:00:00",1.21719961915967,1.1404883673965,1.29637227367303
"2020-07-12 00:00:00",1.18568904068429,1.11169821023907,1.26202988910782
"2020-07-13 00:00:00",1.15203629366961,1.08062180378903,1.22570346200036
"2020-07-14 00:00:00",1.12002357442191,1.05090876354057,1.19130830742474
"2020-07-15 00:00:00",1.08478316624149,1.01784298293264,1.15382499726849
"2020-07-16 00:00:00",1.04908030903283,0.984114001400445,1.11609374988591
"2020-07-17 00:00:00",1.01505396962861,0.951808914343152,1.08030455166743
"2020-07-18 00:00:00",0.981700216102757,0.91996032926031,1.04541684161711
"2020-07-19 00:00:00",0.953207088783549,0.892622137896435,1.0157530957583
"2020-07-20 00:00:00",0.927057415242185,0.867364180163412,0.988708951902709
"2020-07-21 00:00:00",0.906681618136449,0.847516466131752,0.967814697765799
"2020-07-22 00:00:00",0.891207336425799,0.832249339313256,0.95215437101421
"2020-07-23 00:00:00",0.881880189480701,0.822781383128679,0.942999590582914
